name,province,region,English,French,both,either,neither,total,engperc,frenperc
Saint-HermA cnA cgilde,pr24,QuAbec,270,685,250,705,0,705,38.29787234,97.16312057
Dixville,pr24,QuAbec,290,660,260,690,0,690,42.02898551,95.65217391
Coaticook,pr24,QuAbec,3265,9080,3185,9160,5,9165,35.62465903,99.07255865
Barnston-Ouest,pr24,QuAbec,400,520,330,590,0,590,67.79661017,88.13559322
Stanstead-Est,pr24,QuAbec,450,485,335,600,0,600,75,80.83333333
Sainte-Edwidge-de-Clifton,pr24,QuAbec,145,480,140,485,0,485,29.89690722,98.96907216
Martinville,pr24,QuAbec,120,440,115,445,0,445,26.96629213,98.87640449
Compton,pr24,QuAbec,1255,2970,1155,3070,0,3070,40.87947883,96.74267101
Waterville,pr24,QuAbec,1235,1795,1000,2030,0,2030,60.83743842,88.42364532
Stanstead,pr24,QuAbec,2455,2085,1700,2840,5,2845,86.29173989,73.28646749
Ogden,pr24,QuAbec,665,580,475,770,0,770,86.36363636,75.32467532
Stanstead,pr24,QuAbec,775,870,605,1040,0,1040,74.51923077,83.65384615
Potton,pr24,QuAbec,1530,1460,1145,1845,0,1845,82.92682927,79.13279133
Ayer s Cliff,pr24,QuAbec,825,915,675,1065,0,1065,77.46478873,85.91549296
Hatley,pr24,QuAbec,570,660,470,760,0,760,75,86.84210526
North Hatley,pr24,QuAbec,540,505,425,620,0,620,87.09677419,81.4516129
Hatley,pr24,QuAbec,1345,1865,1205,2005,0,2005,67.08229426,93.01745636
Sainte-Catherine-de-Hatley,pr24,QuAbec,1270,2430,1235,2465,5,2470,51.41700405,98.3805668
Magog,pr24,QuAbec,11290,24540,10930,24900,20,24920,45.30497592,98.47512039
Saint-Beno¬Øt-du-Lac,pr24,QuAbec,40,50,35,55,0,55,72.72727273,90.90909091
Austin,pr24,QuAbec,1165,1775,1055,1885,0,1885,61.80371353,94.16445623
Eastman,pr24,QuAbec,955,1705,930,1730,0,1730,55.20231214,98.55491329
Bolton-Est,pr24,QuAbec,730,765,585,910,0,910,80.21978022,84.06593407
Saint-Aâtienne-de-Bolton,pr24,QuAbec,310,510,285,535,0,535,57.94392523,95.3271028
Stukely-Sud,pr24,QuAbec,480,945,425,1000,0,1000,48,94.5
Orford,pr24,QuAbec,1975,3535,1940,3570,0,3570,55.32212885,99.01960784
Abercorn,pr24,QuAbec,315,315,240,390,0,390,80.76923077,80.76923077
Frelighsburg,pr24,QuAbec,750,1020,680,1090,0,1090,68.80733945,93.57798165
Saint-Armand,pr24,QuAbec,900,1105,775,1230,0,1230,73.17073171,89.83739837
Saint-Pierre-de-VA cronne-A†-Pike-River,pr24,QuAbec,245,510,235,520,5,525,46.66666667,97.14285714
Stanbridge Station,pr24,QuAbec,150,260,140,270,0,270,55.55555556,96.2962963
Bedford,pr24,QuAbec,1560,2355,1360,2555,5,2560,60.9375,91.9921875
Bedford,pr24,QuAbec,440,605,360,685,0,685,64.23357664,88.32116788
Stanbridge East,pr24,QuAbec,715,710,555,870,5,875,81.71428571,81.14285714
Dunham,pr24,QuAbec,2125,3195,1855,3465,0,3465,61.32756133,92.20779221
Sutton,pr24,QuAbec,3280,3285,2730,3835,0,3835,85.52803129,85.65840939
Bolton-Ouest,pr24,QuAbec,620,520,455,685,0,685,90.51094891,75.91240876
Brome,pr24,QuAbec,245,190,170,265,0,265,92.45283019,71.69811321
Lac-Brome,pr24,QuAbec,4585,4310,3445,5450,0,5450,84.12844037,79.08256881
Bromont,pr24,QuAbec,4660,7585,4600,7645,5,7650,60.91503268,99.1503268
Cowansville,pr24,QuAbec,6810,11390,6055,12145,10,12155,56.02632661,93.70629371
East Farnham,pr24,QuAbec,290,525,265,550,0,550,52.72727273,95.45454545
Brigham,pr24,QuAbec,1220,2375,1140,2455,0,2455,49.69450102,96.7413442
Saint-Ignace-de-Stanbridge,pr24,QuAbec,305,605,280,630,0,630,48.41269841,96.03174603
Notre-Dame-de-Stanbridge,pr24,QuAbec,235,630,225,640,0,640,36.71875,98.4375
Sainte-Sabine,pr24,QuAbec,375,1105,365,1115,5,1120,33.48214286,98.66071429
Farnham,pr24,QuAbec,2765,8110,2700,8175,5,8180,33.80195599,99.14425428
Saint-Alphonse-de-Granby,pr24,QuAbec,970,3120,960,3130,0,3130,30.99041534,99.68051118
Granby,pr24,QuAbec,21610,61690,21430,61870,150,62020,34.84359884,99.46791358
Waterloo,pr24,QuAbec,2010,3950,1780,4180,0,4180,48.0861244,94.49760766
Warden,pr24,QuAbec,180,340,160,360,0,360,50,94.44444444
Shefford,pr24,QuAbec,3295,6585,3190,6690,0,6690,49.25261584,98.43049327
Saint-Joachim-de-Shefford,pr24,QuAbec,370,1155,350,1175,0,1175,31.4893617,98.29787234
Roxton Pond,pr24,QuAbec,995,3775,995,3775,0,3775,26.35761589,100
Sainte-CA ccile-de-Milton,pr24,QuAbec,520,2115,515,2120,10,2130,24.41314554,99.29577465
BA cthanie,pr24,QuAbec,90,310,90,310,0,310,29.03225806,100
Roxton Falls,pr24,QuAbec,225,1250,225,1250,5,1255,17.92828685,99.60159363
Roxton,pr24,QuAbec,260,1070,245,1085,0,1085,23.96313364,98.61751152
Sainte-Christine,pr24,QuAbec,130,670,125,675,0,675,19.25925926,99.25925926
Acton Vale,pr24,QuAbec,1385,7365,1370,7380,10,7390,18.74154263,99.66170501
Upton,pr24,QuAbec,430,2015,430,2015,0,2015,21.33995037,100
Saint-ThA codore-d Acton,pr24,QuAbec,230,1465,230,1465,0,1465,15.6996587,100
Saint-Nazaire-d Acton,pr24,QuAbec,150,825,150,825,5,830,18.07228916,99.39759036
Saint-FA clix-de-Kingsey,pr24,QuAbec,465,1535,435,1565,0,1565,29.71246006,98.08306709
Durham-Sud,pr24,QuAbec,355,980,330,1005,5,1010,35.14851485,97.02970297
Lefebvre,pr24,QuAbec,180,860,175,865,0,865,20.80924855,99.42196532
L Avenir,pr24,QuAbec,320,1200,320,1200,0,1200,26.66666667,100
Saint-Lucien,pr24,QuAbec,315,1580,315,1580,5,1585,19.87381703,99.68454259
Wickham,pr24,QuAbec,460,2470,460,2470,0,2470,18.62348178,100
Saint-Germain-de-Grantham,pr24,QuAbec,1025,4545,1020,4550,0,4550,22.52747253,99.89010989
Drummondville,pr24,QuAbec,19120,70480,19035,70565,195,70760,27.02091577,99.60429621
Saint-Cyrille-de-Wendover,pr24,QuAbec,765,4355,760,4360,0,4360,17.54587156,99.8853211
Notre-Dame-du-Bon-Conseil,pr24,QuAbec,200,1280,200,1280,0,1280,15.625,100
Notre-Dame-du-Bon-Conseil,pr24,QuAbec,170,985,170,985,0,985,17.25888325,100
Sainte-Brigitte-des-Saults,pr24,QuAbec,145,740,145,740,0,740,19.59459459,100
Saint-Majorique-de-Grantham,pr24,QuAbec,250,1250,245,1255,0,1255,19.92031873,99.60159363
Saint-Edmond-de-Grantham,pr24,QuAbec,135,675,135,675,0,675,20,100
Saint-EugA  ne,pr24,QuAbec,260,1125,255,1130,0,1130,23.00884956,99.55752212
Saint-Guillaume,pr24,QuAbec,295,1525,295,1525,0,1525,19.3442623,100
Saint-Bonaventure,pr24,QuAbec,200,1020,200,1020,0,1020,19.60784314,100
Saint-Pie-de-Guire,pr24,QuAbec,80,455,80,455,0,455,17.58241758,100
Sainte-Eulalie,pr24,QuAbec,160,870,160,870,0,870,18.3908046,100
Aston-Jonction,pr24,QuAbec,75,410,75,410,0,410,18.29268293,100
Saint-Wenceslas,pr24,QuAbec,175,1050,175,1050,5,1055,16.58767773,99.52606635
Saint-CA clestin,pr24,QuAbec,125,725,125,725,0,725,17.24137931,100
Saint-CA clestin,pr24,QuAbec,120,610,120,610,0,610,19.67213115,100
Saint-LA conard-d Aston,pr24,QuAbec,385,2230,380,2235,0,2235,17.22595078,99.77628635
Sainte-PerpA ctue,pr24,QuAbec,135,980,135,980,0,980,13.7755102,100
Sainte-Monique,pr24,QuAbec,115,545,115,545,0,545,21.10091743,100
Grand-Saint-Esprit,pr24,QuAbec,80,470,75,475,0,475,16.84210526,98.94736842
Nicolet,pr24,QuAbec,1655,7500,1650,7505,0,7505,22.05196536,99.93337775
La Visitation-de-Yamaska,pr24,QuAbec,55,330,55,330,0,330,16.66666667,100
Saint-ZA cphirin-de-Courval,pr24,QuAbec,85,735,85,735,0,735,11.56462585,100
Saint-ElphA  ge,pr24,QuAbec,35,290,35,290,5,295,11.86440678,98.30508475
Baie-du-Febvre,pr24,QuAbec,150,1010,150,1010,0,1010,14.85148515,100
Pierreville,pr24,QuAbec,360,2145,360,2145,0,2145,16.78321678,100
Saint-franAßois-du-Lac,pr24,QuAbec,340,1950,340,1950,0,1950,17.43589744,100
Odanak,pr24,QuAbec,215,450,210,455,0,455,47.25274725,98.9010989
MaskinongA c,pr24,QuAbec,345,2225,345,2225,0,2225,15.50561798,100
Louiseville,pr24,QuAbec,1110,7245,1100,7255,0,7255,15.29979325,99.86216402
Yamachiche,pr24,QuAbec,435,2785,435,2785,0,2785,15.61938959,100
Saint-BarnabA c,pr24,QuAbec,215,1170,205,1180,0,1180,18.22033898,99.15254237
Saint-SA cvA  re,pr24,QuAbec,70,320,70,320,0,320,21.875,100
Saint-LA con-le-Grand,pr24,QuAbec,150,965,150,965,0,965,15.54404145,100
Sainte-Ursule,pr24,QuAbec,195,1355,195,1355,0,1355,14.39114391,100
Saint-Justin,pr24,QuAbec,155,1050,155,1050,0,1050,14.76190476,100
Saint-Aâdouard-de-MaskinongA c,pr24,QuAbec,110,770,110,770,0,770,14.28571429,100
Sainte-AngA  le-de-PrA cmont,pr24,QuAbec,75,600,75,600,0,600,12.5,100
Saint-Paulin,pr24,QuAbec,215,1510,215,1510,0,1510,14.2384106,100
Saint-Alexis-des-Monts,pr24,QuAbec,495,3025,495,3025,5,3030,16.33663366,99.8349835
Saint-Mathieu-du-Parc,pr24,QuAbec,490,1405,485,1410,0,1410,34.75177305,99.64539007
Saint-Aâlie-de-Caxton,pr24,QuAbec,360,1675,355,1680,0,1680,21.42857143,99.70238095
Charette,pr24,QuAbec,180,990,180,990,0,990,18.18181818,100
Saint-Boniface,pr24,QuAbec,920,4505,920,4505,5,4510,20.39911308,99.88913525
Saint-Aâtienne-des-GrA  s,pr24,QuAbec,905,4185,905,4185,0,4185,21.62485066,100
Lavaltrie,pr24,QuAbec,4015,13210,3990,13235,5,13240,30.32477341,99.7734139
Lanoraie,pr24,QuAbec,1350,4360,1345,4365,5,4370,30.89244851,99.77116705
Sainte-Aâlisabeth,pr24,QuAbec,320,1475,320,1475,0,1475,21.69491525,100
Berthierville,pr24,QuAbec,760,4010,755,4015,5,4020,18.90547264,99.75124378
Sainte-GeneviA  ve-de-Berthier,pr24,QuAbec,440,2345,440,2345,0,2345,18.76332623,100
Saint-Ignace-de-Loyola,pr24,QuAbec,375,2085,375,2085,0,2085,17.98561151,100
La Visitation-de-l AZle-Dupas,pr24,QuAbec,125,620,125,620,0,620,20.16129032,100
Saint-BarthA clemy,pr24,QuAbec,365,1875,365,1875,0,1875,19.46666667,100
Saint-Cuthbert,pr24,QuAbec,380,1835,380,1835,0,1835,20.70844687,100
Saint-Norbert,pr24,QuAbec,250,1055,245,1060,0,1060,23.58490566,99.52830189
Saint-ClA cophas-de-Brandon,pr24,QuAbec,45,265,45,265,0,265,16.98113208,100
Saint-Gabriel,pr24,QuAbec,545,2715,530,2730,25,2755,19.78221416,98.54809437
Saint-Gabriel-de-Brandon,pr24,QuAbec,635,2655,630,2660,0,2660,23.87218045,99.81203008
Saint-Didace,pr24,QuAbec,150,590,150,590,0,590,25.42372881,100
Mandeville,pr24,QuAbec,480,2035,475,2040,0,2040,23.52941176,99.75490196
Saint-David,pr24,QuAbec,145,835,145,835,0,835,17.36526946,100
Massueville,pr24,QuAbec,85,515,85,515,0,515,16.50485437,100
Saint-AimA c,pr24,QuAbec,95,500,95,500,0,500,19,100
Saint-Robert,pr24,QuAbec,290,1795,290,1795,0,1795,16.15598886,100
Sainte-Victoire-de-Sorel,pr24,QuAbec,530,2495,530,2495,0,2495,21.24248497,100
Saint-Ours,pr24,QuAbec,570,1720,570,1720,0,1720,33.13953488,100
Saint-Roch-de-Richelieu,pr24,QuAbec,605,2115,600,2120,0,2120,28.53773585,99.76415094
Saint-Joseph-de-Sorel,pr24,QuAbec,390,1670,385,1675,5,1680,23.21428571,99.4047619
Sorel-Tracy,pr24,QuAbec,8620,33900,8555,33965,15,33980,25.36786345,99.76456739
Sainte-Anne-de-Sorel,pr24,QuAbec,690,2740,690,2740,0,2740,25.18248175,100
Yamaska,pr24,QuAbec,340,1645,340,1645,0,1645,20.66869301,100
Saint-GA crard-Majella,pr24,QuAbec,40,245,40,245,0,245,16.32653061,100
Saint-Pie,pr24,QuAbec,1235,5395,1230,5400,5,5405,22.84921369,99.81498612
Saint-Damase,pr24,QuAbec,455,2500,455,2500,10,2510,18.12749004,99.60159363
Sainte-Madeleine,pr24,QuAbec,555,2345,555,2345,10,2355,23.56687898,99.57537155
Sainte-Marie-Madeleine,pr24,QuAbec,875,2930,870,2935,0,2935,29.81260647,99.82964225
La PrA csentation,pr24,QuAbec,660,2465,660,2465,0,2465,26.77484787,100
Saint-Hyacinthe,pr24,QuAbec,14225,51595,14120,51700,140,51840,27.44020062,99.52739198
Saint-Dominique,pr24,QuAbec,450,2325,450,2325,0,2325,19.35483871,100
Saint-ValA crien-de-Milton,pr24,QuAbec,345,1840,345,1840,0,1840,18.75,100
Saint-Liboire,pr24,QuAbec,650,3050,650,3050,0,3050,21.31147541,100
Saint-Simon,pr24,QuAbec,245,1230,240,1235,0,1235,19.83805668,99.5951417
Sainte-HA clA  ne-de-Bagot,pr24,QuAbec,275,1625,275,1625,5,1630,16.87116564,99.69325153
Saint-Hugues,pr24,QuAbec,340,1290,340,1290,0,1290,26.35658915,100
Saint-BarnabA c-Sud,pr24,QuAbec,185,860,180,865,0,865,21.38728324,99.42196532
Saint-Jude,pr24,QuAbec,240,1230,240,1230,5,1235,19.43319838,99.5951417
Saint-Bernard-de-Michaudville,pr24,QuAbec,105,510,100,515,0,515,20.38834951,99.02912621
Saint-Louis,pr24,QuAbec,170,775,165,780,0,780,21.79487179,99.35897436
Saint-Marcel-de-Richelieu,pr24,QuAbec,110,545,110,545,0,545,20.18348624,100
Ange-Gardien,pr24,QuAbec,600,2410,590,2420,0,2420,24.79338843,99.58677686
Saint-Paul-d Abbotsford,pr24,QuAbec,845,2815,830,2830,10,2840,29.75352113,99.11971831
Saint-CA csaire,pr24,QuAbec,1380,5625,1375,5630,5,5635,24.48979592,99.82253771
Sainte-AngA  le-de-Monnoir,pr24,QuAbec,560,1810,555,1815,5,1820,30.76923077,99.45054945
Rougemont,pr24,QuAbec,780,2695,770,2705,20,2725,28.62385321,98.89908257
Marieville,pr24,QuAbec,3130,9860,3105,9885,15,9900,31.61616162,99.5959596
Richelieu,pr24,QuAbec,2165,5160,2145,5180,0,5180,41.7953668,99.61389961
Saint-Mathias-sur-Richelieu,pr24,QuAbec,1905,4585,1890,4600,5,4605,41.36807818,99.56568947
Venise-en-QuAbec,pr24,QuAbec,805,1480,740,1545,0,1545,52.10355987,95.79288026
Saint-Georges-de-Clarenceville,pr24,QuAbec,655,925,525,1055,0,1055,62.08530806,87.67772512
Noyan,pr24,QuAbec,720,1180,615,1285,10,1295,55.5984556,91.11969112
Lacolle,pr24,QuAbec,1390,2595,1305,2680,0,2680,51.86567164,96.82835821
Saint-Valentin,pr24,QuAbec,175,465,170,470,0,470,37.23404255,98.93617021
Saint-Paul-de-l AZle-aux-Noix,pr24,QuAbec,800,1845,770,1875,0,1875,42.66666667,98.4
Henryville,pr24,QuAbec,515,1415,495,1435,0,1435,35.88850174,98.60627178
Saint-SA cbastien,pr24,QuAbec,230,705,220,715,0,715,32.16783217,98.6013986
Saint-Alexandre,pr24,QuAbec,740,2475,720,2495,5,2500,29.6,99
Sainte-Anne-de-Sabrevois,pr24,QuAbec,660,2065,650,2075,5,2080,31.73076923,99.27884615
Saint-Blaise-sur-Richelieu,pr24,QuAbec,700,1825,690,1835,5,1840,38.04347826,99.18478261
Saint-Jean-sur-Richelieu,pr24,QuAbec,37035,91010,36470,91575,65,91640,40.41357486,99.31252728
Mont-Saint-GrA cgoire,pr24,QuAbec,1055,3070,1055,3070,0,3070,34.36482085,100
Sainte-Brigide-d Iberville,pr24,QuAbec,385,1320,375,1330,0,1330,28.94736842,99.2481203
Chambly,pr24,QuAbec,12755,25205,12515,25445,25,25470,50.07852375,98.95956027
Carignan,pr24,QuAbec,3990,7875,3900,7965,10,7975,50.03134796,98.7460815
Saint-Basile-le-Grand,pr24,QuAbec,8185,16660,8120,16725,10,16735,48.90947117,99.55183747
McMasterville,pr24,QuAbec,2435,5565,2405,5595,0,5595,43.52100089,99.46380697
Otterburn Park,pr24,QuAbec,4495,8325,4385,8435,5,8440,53.25829384,98.63744076
Saint-Jean-Baptiste,pr24,QuAbec,860,3155,850,3165,20,3185,27.00156986,99.05808477
Mont-Saint-Hilaire,pr24,QuAbec,9725,17825,9630,17920,15,17935,54.22358517,99.3866741
Beloeil,pr24,QuAbec,9480,20345,9405,20420,35,20455,46.34563676,99.46223417
Saint-Mathieu-de-Beloeil,pr24,QuAbec,1115,2600,1110,2605,5,2610,42.72030651,99.61685824
Saint-Marc-sur-Richelieu,pr24,QuAbec,795,2050,795,2050,0,2050,38.7804878,100
Saint-Charles-sur-Richelieu,pr24,QuAbec,615,1640,610,1645,0,1645,37.38601824,99.69604863
Saint-Denis-sur-Richelieu,pr24,QuAbec,670,2275,665,2280,0,2280,29.38596491,99.78070175
Saint-Antoine-sur-Richelieu,pr24,QuAbec,510,1615,510,1615,5,1620,31.48148148,99.69135802
Brossard,pr24,QuAbec,57420,66825,48570,75675,3165,78840,72.83105023,84.76027397
Saint-Lambert,pr24,QuAbec,16270,19785,15200,20855,90,20945,77.67963714,94.46168537
Boucherville,pr24,QuAbec,23845,40385,23635,40595,65,40660,58.64485981,99.32365962
Saint-Bruno-de-Montarville,pr24,QuAbec,17070,25260,16510,25820,30,25850,66.03481625,97.71760155
Longueuil,pr24,QuAbec,117640,221145,111210,227575,1980,229555,51.24697785,96.33638997
Sainte-Julie,pr24,QuAbec,13725,30020,13655,30090,20,30110,45.58286284,99.70109598
Saint-Amable,pr24,QuAbec,3250,10830,3225,10855,10,10865,29.91256328,99.6778647
Varennes,pr24,QuAbec,9380,20825,9350,20855,15,20870,44.94489698,99.78437949
VerchA  res,pr24,QuAbec,1915,5690,1910,5695,0,5695,33.62598771,99.91220369
Calixa-LavallA ce,pr24,QuAbec,185,505,185,505,0,505,36.63366337,100
Contrecoeur,pr24,QuAbec,1810,6180,1800,6190,5,6195,29.21711057,99.75786925
Charlemagne,pr24,QuAbec,2040,5835,2030,5845,5,5850,34.87179487,99.74358974
Repentigny,pr24,QuAbec,34115,81150,33905,81360,175,81535,41.84092721,99.52781014
Saint-Sulpice,pr24,QuAbec,980,3255,975,3260,5,3265,30.01531394,99.69372129
L Assomption,pr24,QuAbec,6380,19810,6350,19840,20,19860,32.12487412,99.74823766
L Aâpiphanie,pr24,QuAbec,1320,5160,1310,5170,5,5175,25.50724638,99.71014493
L Aâpiphanie,pr24,QuAbec,835,3285,825,3295,5,3300,25.3030303,99.54545455
Saint-Paul,pr24,QuAbec,1205,5115,1200,5120,5,5125,23.51219512,99.80487805
Crabtree,pr24,QuAbec,960,3840,955,3845,0,3845,24.96749025,99.86996099
Saint-Pierre,pr24,QuAbec,40,305,40,305,0,305,13.1147541,100
Joliette,pr24,QuAbec,5215,19015,5140,19090,155,19245,27.09794752,98.80488439
Saint-Thomas,pr24,QuAbec,640,3185,640,3185,5,3190,20.06269592,99.84326019
Notre-Dame-des-Prairies,pr24,QuAbec,2305,8845,2300,8850,10,8860,26.01580135,99.83069977
Saint-Charles-BorromA ce,pr24,QuAbec,3545,12870,3530,12885,5,12890,27.50193949,99.84484096
Saint-Ambroise-de-Kildare,pr24,QuAbec,815,3720,810,3725,0,3725,21.87919463,99.86577181
Notre-Dame-de-Lourdes,pr24,QuAbec,460,2565,460,2565,0,2565,17.9337232,100
Sainte-MA clanie,pr24,QuAbec,725,2865,725,2865,10,2875,25.2173913,99.65217391
Saint-FA clix-de-Valois,pr24,QuAbec,1355,6020,1355,6020,0,6020,22.50830565,100
Saint-Jean-de-Matha,pr24,QuAbec,1195,4255,1180,4270,0,4270,27.98594848,99.64871194
Sainte-BA catrix,pr24,QuAbec,590,1820,585,1825,0,1825,32.32876712,99.7260274
Saint-Alphonse-Rodriguez,pr24,QuAbec,1200,3110,1190,3120,5,3125,38.4,99.52
Sainte-Marcelline-de-Kildare,pr24,QuAbec,530,1565,525,1570,0,1570,33.75796178,99.68152866
Rawdon,pr24,QuAbec,4845,9885,4475,10255,10,10265,47.19922065,96.29810034
Chertsey,pr24,QuAbec,1750,4775,1710,4815,5,4820,36.30705394,99.06639004
Entrelacs,pr24,QuAbec,415,895,405,905,0,905,45.85635359,98.89502762
Notre-Dame-de-la-Merci,pr24,QuAbec,410,965,400,975,0,975,42.05128205,98.97435897
Saint-Donat,pr24,QuAbec,1740,4060,1715,4085,0,4085,42.59485924,99.3880049
Saint-CA¢me,pr24,QuAbec,510,2175,505,2180,0,2180,23.39449541,99.7706422
Sainte-AâmA clie-de-l Aânergie,pr24,QuAbec,465,1640,460,1645,0,1645,28.2674772,99.69604863
Saint-Damien,pr24,QuAbec,640,2015,635,2020,0,2020,31.68316832,99.75247525
Saint-ZA cnon,pr24,QuAbec,300,1115,300,1115,0,1115,26.9058296,100
Saint-Michel-des-Saints,pr24,QuAbec,410,2155,405,2160,0,2160,18.98148148,99.76851852
Manawan,pr24,QuAbec,85,1865,85,1865,210,2075,4.096385542,89.87951807
Saint-Guillaume-Nord,pr24,QuAbec,30,70,30,70,0,70,42.85714286,100
Sainte-Marie-SalomA c,pr24,QuAbec,230,1160,230,1160,0,1160,19.82758621,100
Saint-Jacques,pr24,QuAbec,885,3945,880,3950,0,3950,22.40506329,99.87341772
Saint-Alexis,pr24,QuAbec,150,575,150,575,0,575,26.08695652,100
Saint-Alexis,pr24,QuAbec,225,785,225,785,0,785,28.66242038,100
Saint-Esprit,pr24,QuAbec,525,1955,515,1965,0,1965,26.71755725,99.49109415
Saint-Roch-de-l Achigan,pr24,QuAbec,1295,4835,1290,4840,5,4845,26.72858617,99.79360165
Saint-Roch-Ouest,pr24,QuAbec,70,265,70,265,0,265,26.41509434,100
Saint-Lin--Laurentides,pr24,QuAbec,4625,17270,4605,17290,20,17310,26.71865973,99.7689197
Saint-Calixte,pr24,QuAbec,1930,5915,1915,5930,0,5930,32.54637437,99.7470489
Sainte-Julienne,pr24,QuAbec,2830,9250,2800,9280,5,9285,30.47926764,99.62304793
Saint-Liguori,pr24,QuAbec,465,1915,460,1920,5,1925,24.15584416,99.48051948
Terrebonne,pr24,QuAbec,42785,105255,42335,105705,255,105960,40.3784447,99.33465459
Mascouche,pr24,QuAbec,16815,42145,16655,42305,35,42340,39.71421823,99.53944261
Laval,pr24,QuAbec,244530,370285,224625,390190,7380,397570,61.50614986,93.13705763
MontrA cal-Est,pr24,QuAbec,1295,3545,1250,3590,25,3615,35.82295989,98.06362379
MontrA cal,pr24,QuAbec,1075860,1414755,908090,1582525,45425,1627950,66.08679628,86.90408182
Westmount,pr24,QuAbec,19110,15630,15155,19585,130,19715,96.93127061,79.27973624
MontrA cal-Ouest,pr24,QuAbec,4930,4015,3895,5050,30,5080,97.04724409,79.03543307
CA¢te-Saint-Luc,pr24,QuAbec,28885,22160,19970,31075,690,31765,90.93341728,69.76231702
Hampstead,pr24,QuAbec,6800,5680,5380,7100,50,7150,95.1048951,79.44055944
Mont-Royal,pr24,QuAbec,16745,17100,14850,18995,240,19235,87.05484793,88.9004419
Dorval,pr24,QuAbec,16255,14080,12575,17760,190,17950,90.55710306,78.44011142
Pointe-Claire,pr24,QuAbec,28940,22405,21145,30200,330,30530,94.79200786,73.38683262
Kirkland,pr24,QuAbec,20215,16925,16315,20825,260,21085,95.87384396,80.27033436
Beaconsfield,pr24,QuAbec,18750,15175,14745,19180,105,19285,97.22582318,78.68809956
Baie-D UrfA c,pr24,QuAbec,3755,2910,2845,3820,20,3840,97.78645833,75.78125
Sainte-Anne-de-Bellevue,pr24,QuAbec,4310,3895,3575,4630,25,4655,92.58861439,83.67346939
Senneville,pr24,QuAbec,875,765,725,915,5,920,95.10869565,83.15217391
Dollard-Des Ormeaux,pr24,QuAbec,45920,35805,33310,48415,1010,49425,92.90844714,72.4430956
Saint-Mathieu,pr24,QuAbec,790,1855,770,1875,0,1875,42.13333333,98.93333333
Saint-Philippe,pr24,QuAbec,2280,5465,2250,5495,5,5500,41.45454545,99.36363636
La Prairie,pr24,QuAbec,12855,22570,12480,22945,120,23065,55.73379579,97.85389118
Candiac,pr24,QuAbec,13420,19265,12885,19800,80,19880,67.50503018,96.90643863
Delson,pr24,QuAbec,3690,7335,3575,7450,15,7465,49.43067649,98.25853985
Sainte-Catherine,pr24,QuAbec,7815,16545,7635,16725,45,16770,46.60107335,98.65831843
Saint-Constant,pr24,QuAbec,12275,24395,11880,24790,80,24870,49.3566546,98.09006836
Saint-Isidore,pr24,QuAbec,985,2545,965,2565,0,2565,38.40155945,99.2202729
Mercier,pr24,QuAbec,6035,11320,5825,11530,45,11575,52.13822894,97.79697624
ChA¢teauguay,pr24,QuAbec,31840,39825,26295,45370,250,45620,69.79395002,87.29723805
LA cry,pr24,QuAbec,1460,2235,1385,2310,0,2310,63.2034632,96.75324675
Saint-Bernard-de-Lacolle,pr24,QuAbec,690,1420,635,1475,0,1475,46.77966102,96.27118644
Hemmingford,pr24,QuAbec,675,655,530,800,5,805,83.85093168,81.36645963
Hemmingford,pr24,QuAbec,1360,1500,1110,1750,5,1755,77.49287749,85.47008547
Sainte-Clotilde,pr24,QuAbec,475,1555,465,1565,140,1705,27.85923754,91.20234604
Saint-Patrice-de-Sherrington,pr24,QuAbec,585,1960,575,1970,0,1970,29.69543147,99.49238579
Napierville,pr24,QuAbec,1205,3515,1190,3530,0,3530,34.13597734,99.57507082
Saint-Cyprien-de-Napierville,pr24,QuAbec,700,1850,685,1865,0,1865,37.53351206,99.19571046
Saint-Jacques-le-Mineur,pr24,QuAbec,610,1650,600,1660,10,1670,36.52694611,98.80239521
Saint-Aâdouard,pr24,QuAbec,355,1300,350,1305,5,1310,27.09923664,99.23664122
Saint-Michel,pr24,QuAbec,845,2855,835,2865,20,2885,29.28942808,98.96013865
Saint-RA cmi,pr24,QuAbec,2120,7085,2105,7100,100,7200,29.44444444,98.40277778
Havelock,pr24,QuAbec,480,660,390,750,0,750,64,88
Franklin,pr24,QuAbec,945,1550,810,1685,5,1690,55.91715976,91.71597633
Saint-Chrysostome,pr24,QuAbec,915,2465,865,2515,0,2515,36.38170974,98.01192843
